video_id,title,published_at,category,language,duration_seconds,views,likes,comments,shares,sentiment_score,region,ads_enabled,watch_time_hours,estimated_revenue_usd,subscribers_gained
v0784,Middle East Budget Watch #784,2024-12-29,Finance,Arabic,568,140490,8938,1250,1030,0.66,Middle East,False,7575.2,403.92,463
v0785,Middle East Launch Meta #785,2024-12-30,Gaming,Arabic,749,269237,10446,2923,1345,0.75,Middle East,True,20560.8,1510.26,1022
v0786,Middle East Studio Reset #786,2024-12-31,Lifestyle,English,403,176259,6086,1283,1306,0.82,Middle East,True,10656.9,1310.49,202
v0787,Africa Growth Workshop #787,2025-01-01,Education,French,727,88174,4512,1251,544,0.97,Africa,False,6903.0,228.79,208
v0788,Africa Next.js Review #788,2025-01-02,Technology,English,577,73915,5559,388,637,0.78,Africa,True,5619.8,724.6,91
v0789,Africa Revenue Pulse #789,2025-01-03,Business,French,496,113314,8070,1140,331,0.73,Africa,True,5944.2,1138.86,251
v0790,Africa Investor Lens #790,2025-01-04,Finance,French,494,64030,3171,409,545,0.77,Africa,True,4804.7,563.83,87
v0791,Africa Creator Challenge #791,2025-01-05,Gaming,English,730,279237,9888,1584,764,0.8,Africa,True,23547.4,1016.17,902
v0792,Africa Weekly Upgrade #792,2025-01-06,Lifestyle,English,567,165954,9100,1677,1439,0.9,Africa,True,8209.5,462.86,723
v0793,North America SQL Playbook #793,2025-01-07,Education,English,739,128136,5496,1617,1246,0.83,North America,True,12358.0,829.06,501
v0794,North America AI Systems #794,2025-01-08,Technology,Spanish,809,88492,4872,1001,832,0.72,North America,True,8936.1,317.87,248
v0795,North America Boardroom Brief #795,2025-01-09,Business,English,681,121042,9580,1819,482,0.83,North America,True,11149.0,378.87,490
v0796,North America Budget Watch #796,2025-01-10,Finance,Spanish,777,237250,12612,998,1866,0.74,North America,True,16439.6,1488.42,999
v0797,North America Launch Meta #797,2025-01-11,Gaming,Spanish,910,193614,7134,1171,1724,0.86,North America,True,18709.8,1647.13,811
v0798,North America Studio Reset #798,2025-01-12,Lifestyle,English,661,313343,24890,2156,677,0.84,North America,True,17258.1,2055.31,1026
v0799,Europe Growth Workshop #799,2025-01-13,Education,German,658,81302,2834,774,420,0.9,Europe,True,5879.0,290.81,280
v0800,Europe Next.js Review #800,2025-01-14,Technology,French,794,136826,5923,1225,315,0.8,Europe,True,10712.2,983.95,245
v0801,Europe Revenue Pulse #801,2025-01-15,Business,French,909,261149,19825,1729,599,0.82,Europe,True,20168.7,1572.31,519
v0802,Europe Investor Lens #802,2025-01-16,Finance,German,620,174846,9962,879,431,0.85,Europe,True,10842.1,1196.02,477
v0803,Europe Creator Challenge #803,2025-01-17,Gaming,French,746,280194,21213,1835,2681,0.8,Europe,False,22021.9,611.77,382
v0804,Europe Weekly Upgrade #804,2025-01-18,Lifestyle,German,526,340968,13837,5352,1297,0.84,Europe,False,24796.7,463.06,785
v0805,Asia SQL Playbook #805,2025-01-19,Education,English,804,124943,4375,1743,518,0.69,Asia,True,12688.1,617.62,546
v0806,Asia AI Systems #806,2025-01-20,Technology,English,760,294824,10652,1790,1003,0.77,Asia,True,25562.5,886.72,609
v0807,Asia Boardroom Brief #807,2025-01-21,Business,Japanese,760,274498,19258,1703,559,0.75,Asia,False,28581.9,654.22,1106
v0808,Asia Budget Watch #808,2025-01-22,Finance,Japanese,403,453352,35705,3215,4724,0.72,Asia,False,22316.6,856.79,1594
v0809,Asia Launch Meta #809,2025-01-23,Gaming,Japanese,921,654458,50766,4586,5064,0.74,Asia,True,61419.1,6800.27,2421
v0810,Asia Studio Reset #810,2025-01-24,Lifestyle,Hindi,435,252353,18057,3439,1789,0.87,Asia,True,9904.2,1775.01,535
v0811,Latin America Growth Workshop #811,2025-01-25,Education,Portuguese,810,114347,5856,1311,759,0.84,Latin America,False,10404.7,260.55,146
v0812,Latin America Next.js Review #812,2025-01-26,Technology,Portuguese,709,169399,9783,1074,562,0.76,Latin America,False,17813.6,418.3,307
v0813,Latin America Revenue Pulse #813,2025-01-27,Business,Spanish,662,150305,6754,2314,1567,0.86,Latin America,True,15563.2,409.69,594
v0814,Latin America Investor Lens #814,2025-01-28,Finance,Portuguese,761,91307,3600,407,326,0.82,Latin America,True,8679.8,827.91,308
v0815,Latin America Creator Challenge #815,2025-01-29,Gaming,Spanish,750,345809,17317,2974,2583,0.83,Latin America,True,30387.4,3524.94,1098
v0816,Latin America Weekly Upgrade #816,2025-01-30,Lifestyle,Spanish,496,179195,7911,1328,1438,0.78,Latin America,True,12289.5,1560.98,626
v0817,Middle East SQL Playbook #817,2025-01-31,Education,Arabic,889,134888,8789,2082,1367,0.92,Middle East,True,18915.0,945.58,605
v0818,Middle East AI Systems #818,2025-02-01,Technology,English,617,284276,13990,1687,1934,0.75,Middle East,True,26558.2,1467.93,1079
v0819,Middle East Boardroom Brief #819,2025-02-02,Business,English,829,181639,6870,1908,447,0.77,Middle East,True,16373.1,1158.2,328
v0820,Middle East Budget Watch #820,2025-02-03,Finance,English,798,188631,12442,2088,1645,0.72,Middle East,True,16124.8,664.0,458
v0821,Middle East Launch Meta #821,2025-02-04,Gaming,Arabic,1021,368806,12814,1847,1508,0.67,Middle East,True,46575.4,3634.57,1327
v0822,Middle East Studio Reset #822,2025-02-05,Lifestyle,Arabic,452,208374,8359,2544,812,0.84,Middle East,False,9736.4,348.54,809
v0823,Africa Growth Workshop #823,2025-02-06,Education,French,678,88402,6547,629,526,0.88,Africa,True,5455.7,356.34,325
v0824,Africa Next.js Review #824,2025-02-07,Technology,English,660,194148,13334,1357,1655,0.84,Africa,True,12637.0,1251.81,226
v0825,Africa Revenue Pulse #825,2025-02-08,Business,French,750,96509,7659,1402,787,0.78,Africa,True,8254.5,460.39,393
v0826,Africa Investor Lens #826,2025-02-09,Finance,French,642,101360,7753,720,991,0.83,Africa,True,10246.6,859.23,429
v0827,Africa Creator Challenge #827,2025-02-10,Gaming,French,1047,261010,9197,1576,2608,0.74,Africa,True,34154.1,2169.07,736
v0828,Africa Weekly Upgrade #828,2025-02-11,Lifestyle,French,461,278218,21004,4427,2271,0.82,Africa,True,11493.7,1490.98,355
v0829,North America SQL Playbook #829,2025-02-12,Education,English,754,130619,7656,1725,1038,0.92,North America,True,10345.1,1281.75,328
v0830,North America AI Systems #830,2025-02-13,Technology,Spanish,501,311675,19981,2048,2150,0.71,North America,True,23170.5,1345.7,525
v0831,North America Boardroom Brief #831,2025-02-14,Business,Spanish,705,444085,33768,6832,4111,0.83,North America,True,43469.8,1165.7,548
v0832,North America Budget Watch #832,2025-02-15,Finance,English,669,227005,13498,3502,2142,0.83,North America,True,22163.8,2139.59,757
v0833,North America Launch Meta #833,2025-02-16,Gaming,Spanish,790,321395,12660,4663,2689,0.74,North America,False,26126.2,1045.02,687
v0834,North America Studio Reset #834,2025-02-17,Lifestyle,Spanish,668,280485,19025,3694,1685,0.86,North America,True,26820.2,1799.47,684
v0835,Europe Growth Workshop #835,2025-02-18,Education,English,846,121249,7394,914,930,0.79,Europe,True,11544.0,1080.38,301
v0836,Europe Next.js Review #836,2025-02-19,Technology,German,581,126749,6186,1092,859,0.9,Europe,False,6886.1,170.69,404
v0837,Europe Revenue Pulse #837,2025-02-20,Business,French,741,109082,5694,1445,512,0.79,Europe,True,8728.6,935.37,133
v0838,Europe Investor Lens #838,2025-02-21,Finance,English,735,148637,11187,946,1303,0.83,Europe,True,16538.4,770.79,260
v0839,Europe Creator Challenge #839,2025-02-22,Gaming,French,645,455790,16421,3208,916,0.74,Europe,True,38122.9,3631.25,509
v0840,Europe Weekly Upgrade #840,2025-02-23,Lifestyle,French,662,444069,20853,2025,1084,0.87,Europe,True,40192.0,3795.28,1089
v0841,Asia SQL Playbook #841,2024-01-01,Education,English,900,225594,11905,3134,2092,0.89,Asia,True,28748.4,1334.66,812
v0842,Asia AI Systems #842,2024-01-02,Technology,Hindi,620,186484,8947,869,1904,0.75,Asia,True,14358.7,1187.93,778
v0843,Asia Boardroom Brief #843,2024-01-03,Business,Japanese,581,369651,13009,4857,2103,0.81,Asia,True,25265.3,1275.22,771
v0844,Asia Budget Watch #844,2024-01-04,Finance,English,756,181525,10297,2275,1221,0.83,Asia,False,13535.8,498.73,341
v0845,Asia Launch Meta #845,2024-01-05,Gaming,Hindi,900,480943,21182,5064,2910,0.71,Asia,True,51695.2,4849.78,877
v0846,Asia Studio Reset #846,2024-01-06,Lifestyle,Hindi,585,306348,11960,3749,1552,0.8,Asia,True,24986.8,1183.83,1108
v0847,Latin America Growth Workshop #847,2024-01-07,Education,Spanish,685,185553,7554,2677,1009,0.79,Latin America,True,10330.4,652.62,832
v0848,Latin America Next.js Review #848,2024-01-08,Technology,Portuguese,654,191214,11303,1157,1365,0.78,Latin America,True,17023.1,1271.8,359
v0849,Latin America Revenue Pulse #849,2024-01-09,Business,Portuguese,972,91604,3836,1139,542,0.79,Latin America,True,9372.7,366.23,242
v0850,Latin America Investor Lens #850,2024-01-10,Finance,Spanish,564,65810,2430,615,208,0.76,Latin America,True,4001.7,458.13,117
v0851,Latin America Creator Challenge #851,2024-01-11,Gaming,Spanish,938,108939,5302,1231,578,0.68,Latin America,False,10256.2,237.75,360
v0852,Latin America Weekly Upgrade #852,2024-01-12,Lifestyle,Spanish,601,143978,5770,1443,1066,0.87,Latin America,True,9547.8,1020.82,574
v0853,Middle East SQL Playbook #853,2024-01-13,Education,English,843,164268,5606,1050,605,0.82,Middle East,False,21166.9,388.8,246
v0854,Middle East AI Systems #854,2024-01-14,Technology,English,814,54615,3009,645,253,0.83,Middle East,False,5311.4,61.43,161
v0855,Middle East Boardroom Brief #855,2024-01-15,Business,English,770,170066,6420,1882,622,0.75,Middle East,False,12240.7,410.52,335
v0856,Middle East Budget Watch #856,2024-01-16,Finance,Arabic,700,134634,8182,1203,650,0.68,Middle East,False,7777.3,234.9,354
v0857,Middle East Launch Meta #857,2024-01-17,Gaming,English,1100,157528,8247,903,1308,0.74,Middle East,True,14102.6,952.77,447
v0858,Middle East Studio Reset #858,2024-01-18,Lifestyle,Arabic,627,336259,21879,3874,1770,0.8,Middle East,True,33312.2,2721.43,658
v0859,Africa Growth Workshop #859,2024-01-19,Education,English,558,118761,8316,1614,253,0.86,Africa,False,5486.9,363.89,182
v0860,Africa Next.js Review #860,2024-01-20,Technology,English,711,99733,6442,426,264,0.79,Africa,False,8713.0,327.78,167
v0861,Africa Revenue Pulse #861,2024-01-21,Business,English,773,385335,31343,4826,1921,0.77,Africa,True,24322.9,2999.09,946
v0862,Africa Investor Lens #862,2024-01-22,Finance,English,653,174003,9619,1208,613,0.75,Africa,True,13620.1,687.16,628
v0863,Africa Creator Challenge #863,2024-01-23,Gaming,English,635,229710,8759,3475,589,0.76,Africa,True,22165.3,924.24,299
v0864,Africa Weekly Upgrade #864,2024-01-24,Lifestyle,French,508,226266,15559,1489,2055,0.82,Africa,True,15001.6,2179.29,377
v0865,North America SQL Playbook #865,2024-01-25,Education,English,754,140948,7593,1964,588,0.92,North America,True,10207.8,1443.08,268
v0866,North America AI Systems #866,2024-01-26,Technology,Spanish,598,233031,12952,2653,2105,0.88,North America,True,11623.7,2123.11,547
v0867,North America Boardroom Brief #867,2024-01-27,Business,English,682,175083,8828,2732,1155,0.74,North America,False,16520.5,263.2,489
v0868,North America Budget Watch #868,2024-01-28,Finance,English,780,174603,7498,916,1205,0.83,North America,True,14914.3,968.64,534
v0869,North America Launch Meta #869,2024-01-29,Gaming,English,892,230477,13096,1776,2225,0.72,North America,True,19553.0,1242.83,361
v0870,North America Studio Reset #870,2024-01-30,Lifestyle,English,399,251489,17374,2368,985,0.75,North America,True,13728.9,1832.69,676
v0871,Europe Growth Workshop #871,2024-01-31,Education,German,821,142579,7590,549,891,0.69,Europe,True,17827.2,1356.7,624
v0872,Europe Next.js Review #872,2024-02-01,Technology,French,972,148138,7235,1936,1299,0.77,Europe,True,16736.4,576.21,148
v0873,Europe Revenue Pulse #873,2024-02-02,Business,English,806,130492,7171,1637,409,0.9,Europe,True,13015.5,1128.72,132
v0874,Europe Investor Lens #874,2024-02-03,Finance,English,583,150846,9968,2095,1198,0.64,Europe,True,12303.6,504.95,218
v0875,Europe Creator Challenge #875,2024-02-04,Gaming,English,738,264420,16566,2690,1273,0.63,Europe,True,25887.0,2688.56,289
v0876,Europe Weekly Upgrade #876,2024-02-05,Lifestyle,French,533,191094,11993,1619,472,0.8,Europe,True,10027.5,1242.04,220
v0877,Asia SQL Playbook #877,2024-02-06,Education,Hindi,699,131576,6916,1811,276,0.86,Asia,True,14265.4,774.92,206
v0878,Asia AI Systems #878,2024-02-07,Technology,Japanese,627,183960,13379,1013,537,0.76,Asia,True,13839.6,1463.06,191
v0879,Asia Boardroom Brief #879,2024-02-08,Business,Japanese,692,168877,10882,1865,1482,0.83,Asia,False,13506.6,297.66,448
v0880,Asia Budget Watch #880,2024-02-09,Finance,Hindi,673,140150,5303,502,1408,0.65,Asia,False,12788.8,206.8,392
v0881,Asia Launch Meta #881,2024-02-10,Gaming,Japanese,828,377261,21693,3051,3597,0.77,Asia,True,41839.5,1723.38,822
v0882,Asia Studio Reset #882,2024-02-11,Lifestyle,Hindi,452,249904,8923,1223,2041,0.82,Asia,False,13766.7,455.06,403
v0883,Latin America Growth Workshop #883,2024-02-12,Education,Spanish,859,78364,4387,878,767,0.81,Latin America,True,10153.3,773.58,303
v0884,Latin America Next.js Review #884,2024-02-13,Technology,Portuguese,553,165443,12077,788,1035,0.75,Latin America,True,12531.9,866.03,534
v0885,Latin America Revenue Pulse #885,2024-02-14,Business,Portuguese,875,98414,5393,487,341,0.71,Latin America,True,8684.7,488.62,275
v0886,Latin America Investor Lens #886,2024-02-15,Finance,Spanish,715,70322,3318,851,240,0.91,Latin America,True,6011.8,207.93,168
v0887,Latin America Creator Challenge #887,2024-02-16,Gaming,Spanish,952,210559,8470,1439,1476,0.75,Latin America,True,31362.5,1069.99,373
v0888,Latin America Weekly Upgrade #888,2024-02-17,Lifestyle,Spanish,519,137018,7688,1200,956,0.72,Latin America,True,8723.3,864.54,404
v0889,Middle East SQL Playbook #889,2024-02-18,Education,English,603,100038,4412,1222,765,0.86,Middle East,True,6059.0,285.28,398
v0890,Middle East AI Systems #890,2024-02-19,Technology,Arabic,773,191356,9897,1367,869,0.97,Middle East,True,19675.6,541.65,609
v0891,Middle East Boardroom Brief #891,2024-02-20,Business,Arabic,737,161559,7694,2068,1681,0.69,Middle East,True,13067.1,1097.51,375
v0892,Middle East Budget Watch #892,2024-02-21,Finance,Arabic,763,143310,9924,1220,767,0.86,Middle East,True,15197.8,840.06,443
v0893,Middle East Launch Meta #893,2024-02-22,Gaming,English,779,336597,21723,3291,2165,0.66,Middle East,False,25713.1,619.44,1228
v0894,Middle East Studio Reset #894,2024-02-23,Lifestyle,English,579,137136,8168,1052,800,0.84,Middle East,False,7460.1,424.65,321
v0895,Africa Growth Workshop #895,2024-02-24,Education,French,735,92505,5897,1478,649,0.82,Africa,False,9348.8,295.27,197
v0896,Africa Next.js Review #896,2024-02-25,Technology,English,712,211522,13297,2828,1097,0.81,Africa,True,18121.6,868.43,887
v0897,Africa Revenue Pulse #897,2024-02-26,Business,French,948,183177,9065,1311,1755,0.74,Africa,True,16784.5,1135.18,340
v0898,Africa Investor Lens #898,2024-02-27,Finance,French,581,122806,9599,674,714,0.74,Africa,False,11088.9,104.28,136
v0899,Africa Creator Challenge #899,2024-02-28,Gaming,French,829,146469,5830,1934,1088,0.84,Africa,False,14826.0,130.53,392
v0900,Africa Weekly Upgrade #900,2024-02-29,Lifestyle,English,552,131940,9024,1305,983,0.74,Africa,True,8294.7,470.71,199
v0901,North America SQL Playbook #901,2024-03-01,Education,Spanish,761,217264,14233,1145,850,0.78,North America,True,19524.8,1013.14,468
v0902,North America AI Systems #902,2024-03-02,Technology,English,694,440947,29579,3365,2521,0.76,North America,True,30790.3,2093.32,496
v0903,North America Boardroom Brief #903,2024-03-03,Business,English,648,177701,8525,2720,564,0.83,North America,True,14953.2,1120.8,451
v0904,North America Budget Watch #904,2024-03-04,Finance,Spanish,489,240166,11131,1524,2210,0.7,North America,True,14787.9,902.36,250
v0905,North America Launch Meta #905,2024-03-05,Gaming,Spanish,888,313796,13016,4442,1422,0.79,North America,True,30560.4,2934.05,846
v0906,North America Studio Reset #906,2024-03-06,Lifestyle,English,420,291346,10811,1838,1047,0.86,North America,False,11285.6,685.0,1034
v0907,Europe Growth Workshop #907,2024-03-07,Education,English,984,126946,9434,1786,1093,0.77,Europe,True,15154.7,556.19,216
v0908,Europe Next.js Review #908,2024-03-08,Technology,French,896,228135,13644,1025,1994,0.78,Europe,True,23567.1,1523.71,423
v0909,Europe Revenue Pulse #909,2024-03-09,Business,French,854,101025,4723,703,834,0.94,Europe,True,11870.9,985.62,421
v0910,Europe Investor Lens #910,2024-03-10,Finance,English,535,117564,6617,1200,1010,0.73,Europe,True,6626.5,886.96,198
v0911,Europe Creator Challenge #911,2024-03-11,Gaming,English,714,322655,15615,1168,1787,0.7,Europe,True,34773.7,2650.89,822
v0912,Europe Weekly Upgrade #912,2024-03-12,Lifestyle,French,536,445055,31251,4903,2708,0.8,Europe,True,22491.8,2918.17,1246
v0913,Asia SQL Playbook #913,2024-03-13,Education,Japanese,757,259041,12647,2331,2668,0.92,Asia,True,30220.0,1658.67,548
v0914,Asia AI Systems #914,2024-03-14,Technology,Japanese,796,265258,17140,2714,898,0.78,Asia,True,29798.6,2268.02,463
v0915,Asia Boardroom Brief #915,2024-03-15,Business,Japanese,619,327580,14444,3897,1512,0.66,Asia,True,19361.0,1864.15,524
v0916,Asia Budget Watch #916,2024-03-16,Finance,English,628,499137,28278,7089,2216,0.91,Asia,True,28785.6,2597.03,1117
v0917,Asia Launch Meta #917,2024-03-17,Gaming,Japanese,840,307264,24310,1287,1645,0.73,Asia,True,33755.5,1134.25,798
v0918,Asia Studio Reset #918,2024-03-18,Lifestyle,Hindi,520,391370,20322,2944,3397,0.75,Asia,True,21549.2,2726.98,664
v0919,Latin America Growth Workshop #919,2024-03-19,Education,Spanish,838,123033,8451,1878,856,0.86,Latin America,True,15939.9,1228.4,459
v0920,Latin America Next.js Review #920,2024-03-20,Technology,Portuguese,661,327626,17036,1562,2412,0.89,Latin America,True,22094.8,1795.95,1386
v0921,Latin America Revenue Pulse #921,2024-03-21,Business,Spanish,610,186393,9270,1925,1406,0.77,Latin America,True,14082.0,1672.88,636
v0922,Latin America Investor Lens #922,2024-03-22,Finance,Spanish,804,178816,9906,2603,608,0.67,Latin America,False,16818.1,354.44,387
v0923,Latin America Creator Challenge #923,2024-03-23,Gaming,Portuguese,739,184926,6713,1868,1801,0.78,Latin America,True,16453.6,504.18,467
v0924,Latin America Weekly Upgrade #924,2024-03-24,Lifestyle,Spanish,452,326841,16348,1418,803,0.79,Latin America,False,12959.4,727.38,455
v0925,Middle East SQL Playbook #925,2024-03-25,Education,Arabic,963,252287,17867,2242,1061,0.84,Middle East,False,28098.8,764.39,904
v0926,Middle East AI Systems #926,2024-03-26,Technology,English,523,216155,15859,1924,429,0.79,Middle East,True,14160.2,572.72,842
v0927,Middle East Boardroom Brief #927,2024-03-27,Business,Arabic,809,135857,9625,1379,1017,0.73,Middle East,True,10566.2,1223.79,575
v0928,Middle East Budget Watch #928,2024-03-28,Finance,Arabic,769,100599,7981,401,292,0.81,Middle East,True,8328.8,315.91,407
v0929,Middle East Launch Meta #929,2024-03-29,Gaming,Arabic,919,213970,16722,2814,435,0.74,Middle East,True,29263.0,2132.47,306
v0930,Middle East Studio Reset #930,2024-03-30,Lifestyle,English,559,207423,8293,3239,1287,0.72,Middle East,True,14555.7,1374.94,325
v0931,Africa Growth Workshop #931,2024-03-31,Education,English,779,109871,4742,1737,962,0.79,Africa,True,9290.3,504.44,152
v0932,Africa Next.js Review #932,2024-04-01,Technology,French,739,146626,7521,1081,347,0.8,Africa,True,16700.9,1126.91,264
v0933,Africa Revenue Pulse #933,2024-04-02,Business,English,689,141808,8879,868,1168,0.79,Africa,True,10098.0,1051.78,550
v0934,Africa Investor Lens #934,2024-04-03,Finance,French,754,289020,11344,1598,1771,0.88,Africa,True,22742.4,2161.13,1208
v0935,Africa Creator Challenge #935,2024-04-04,Gaming,French,834,135592,7263,1388,1143,0.71,Africa,True,15464.4,532.06,183
v0936,Africa Weekly Upgrade #936,2024-04-05,Lifestyle,French,755,120841,7221,625,851,0.79,Africa,False,11868.6,194.47,319
v0937,North America SQL Playbook #937,2024-04-06,Education,Spanish,648,202713,11541,2606,1867,0.78,North America,True,12587.0,873.82,294
v0938,North America AI Systems #938,2024-04-07,Technology,English,752,148700,6373,1746,692,0.84,North America,True,17478.7,1161.82,419
v0939,North America Boardroom Brief #939,2024-04-08,Business,Spanish,643,142344,11225,559,1378,0.72,North America,True,10114.0,423.41,240
v0940,North America Budget Watch #940,2024-04-09,Finance,English,668,330646,11427,3144,3062,0.83,North America,True,21017.7,3102.22,1454
v0941,North America Launch Meta #941,2024-04-10,Gaming,Spanish,787,228605,10837,2996,2248,0.73,North America,True,19212.2,2185.85,432
v0942,North America Studio Reset #942,2024-04-11,Lifestyle,Spanish,655,292172,13620,3878,1610,0.72,North America,False,15794.4,639.31,388
v0943,Europe Growth Workshop #943,2024-04-12,Education,German,646,104943,8300,1634,1076,0.86,Europe,False,6424.0,302.11,430
v0944,Europe Next.js Review #944,2024-04-13,Technology,French,867,303875,15494,3346,948,0.82,Europe,True,38844.1,2034.55,1155
v0945,Europe Revenue Pulse #945,2024-04-14,Business,German,653,147026,11060,930,1455,0.71,Europe,True,13081.2,1002.48,638
v0946,Europe Investor Lens #946,2024-04-15,Finance,German,899,259516,19956,2426,774,0.68,Europe,False,35817.5,216.15,487
v0947,Europe Creator Challenge #947,2024-04-16,Gaming,French,806,161619,11353,849,967,0.73,Europe,True,12117.2,1645.66,713
v0948,Europe Weekly Upgrade #948,2024-04-17,Lifestyle,English,470,181479,9222,1148,1825,0.78,Europe,True,7802.7,1040.1,642
v0949,Asia SQL Playbook #949,2024-04-18,Education,Japanese,692,125315,4325,622,564,0.75,Asia,False,7677.7,300.86,331
v0950,Asia AI Systems #950,2024-04-19,Technology,Japanese,641,446374,34036,5770,3599,0.79,Asia,True,42526.7,4466.42,510
v0951,Asia Boardroom Brief #951,2024-04-20,Business,Hindi,840,223066,16090,2895,837,0.73,Asia,True,16595.9,2315.72,694
v0952,Asia Budget Watch #952,2024-04-21,Finance,Japanese,625,208896,8157,2741,1906,0.78,Asia,False,17955.0,645.53,677
v0953,Asia Launch Meta #953,2024-04-22,Gaming,Hindi,692,529356,34911,2540,4549,0.74,Asia,True,49695.4,3691.32,2080
v0954,Asia Studio Reset #954,2024-04-23,Lifestyle,Hindi,590,678574,50373,7826,1803,0.81,Asia,True,35206.6,6881.07,1245
v0955,Latin America Growth Workshop #955,2024-04-24,Education,Portuguese,708,149184,8371,2132,316,0.79,Latin America,False,11783.7,423.96,537
v0956,Latin America Next.js Review #956,2024-04-25,Technology,Portuguese,739,398510,29203,3108,4092,0.77,Latin America,True,29420.1,2422.48,465
v0957,Latin America Revenue Pulse #957,2024-04-26,Business,Portuguese,794,234560,17696,2721,1933,0.85,Latin America,True,25914.8,2038.69,375
v0958,Latin America Investor Lens #958,2024-04-27,Finance,Portuguese,646,108731,4884,1506,291,0.66,Latin America,False,9602.3,264.01,227
v0959,Latin America Creator Challenge #959,2024-04-28,Gaming,Portuguese,918,342140,17167,3069,1691,0.69,Latin America,True,29190.7,1339.35,361
v0960,Latin America Weekly Upgrade #960,2024-04-29,Lifestyle,Spanish,432,263190,17736,1574,681,0.79,Latin America,True,14447.0,2484.53,635
v0961,Middle East SQL Playbook #961,2024-04-30,Education,English,852,103976,7752,1320,979,0.88,Middle East,True,12637.9,767.83,457
v0962,Middle East AI Systems #962,2024-05-01,Technology,English,534,176000,8296,1703,1592,0.78,Middle East,False,14758.4,254.21,315
v0963,Middle East Boardroom Brief #963,2024-05-02,Business,Arabic,589,239105,19587,1411,817,0.82,Middle East,True,17025.1,1366.97,720
v0964,Middle East Budget Watch #964,2024-05-03,Finance,English,498,179049,14139,1343,878,0.86,Middle East,True,13827.4,653.36,717
v0965,Middle East Launch Meta #965,2024-05-04,Gaming,Arabic,1118,278660,18949,2840,755,0.65,Middle East,False,45118.4,390.31,618
v0966,Middle East Studio Reset #966,2024-05-05,Lifestyle,Arabic,445,223424,12274,3443,735,0.75,Middle East,True,12339.3,1555.07,268
v0967,Africa Growth Workshop #967,2024-05-06,Education,French,613,125531,5931,834,1205,0.96,Africa,True,6363.8,911.65,314
v0968,Africa Next.js Review #968,2024-05-07,Technology,English,529,116038,5786,1232,1093,0.79,Africa,False,9462.6,138.32,335
v0969,Africa Revenue Pulse #969,2024-05-08,Business,French,726,202540,7504,1756,648,0.77,Africa,False,14071.0,663.83,751
v0970,Africa Investor Lens #970,2024-05-09,Finance,English,752,152156,10292,1836,1339,0.8,Africa,False,12610.5,306.76,603
v0971,Africa Creator Challenge #971,2024-05-10,Gaming,English,933,169521,7265,1443,639,0.69,Africa,True,24865.8,1277.76,371
v0972,Africa Weekly Upgrade #972,2024-05-11,Lifestyle,English,671,170846,5846,1419,348,0.78,Africa,True,17305.2,1194.94,684
v0973,North America SQL Playbook #973,2024-05-12,Education,English,799,183039,13885,2728,1284,0.89,North America,True,18310.1,1748.61,635
v0974,North America AI Systems #974,2024-05-13,Technology,English,504,360094,27595,4832,1024,0.71,North America,True,27807.4,3562.5,495
v0975,North America Boardroom Brief #975,2024-05-14,Business,English,742,162718,10321,1255,936,0.82,North America,True,15909.6,1478.75,609
v0976,North America Budget Watch #976,2024-05-15,Finance,English,836,127716,7350,1714,276,0.89,North America,True,9087.8,1310.66,342
v0977,North America Launch Meta #977,2024-05-16,Gaming,English,960,165110,11178,1654,1384,0.7,North America,False,20698.0,253.82,243
v0978,North America Studio Reset #978,2024-05-17,Lifestyle,English,448,330894,19052,2487,1989,0.85,North America,True,16424.5,2144.65,1241
v0979,Europe Growth Workshop #979,2024-05-18,Education,German,1037,191425,9330,2075,1843,0.88,Europe,False,24371.3,465.5,686
v0980,Europe Next.js Review #980,2024-05-19,Technology,French,608,357153,26264,4304,1990,0.87,Europe,True,26078.7,3294.35,993
v0981,Europe Revenue Pulse #981,2024-05-20,Business,French,741,210280,13613,776,2065,0.83,Europe,True,15048.9,1677.45,890
v0982,Europe Investor Lens #982,2024-05-21,Finance,English,598,142241,11101,1212,448,0.8,Europe,False,10813.3,339.09,270
v0983,Europe Creator Challenge #983,2024-05-22,Gaming,German,826,995885,73228,8180,9093,0.74,Europe,True,78389.1,8642.25,1879
v0984,Europe Weekly Upgrade #984,2024-05-23,Lifestyle,English,385,201330,9000,2309,564,0.83,Europe,True,11683.2,1290.64,330
v0985,Asia SQL Playbook #985,2024-05-24,Education,Hindi,760,282194,21182,1910,2376,0.89,Asia,True,23863.9,2683.01,481
v0986,Asia AI Systems #986,2024-05-25,Technology,English,813,266314,10452,1693,2409,0.81,Asia,True,20547.9,2276.4,1017
v0987,Asia Boardroom Brief #987,2024-05-26,Business,English,544,160765,10581,1574,1652,0.83,Asia,True,12272.9,1327.0,185
v0988,Asia Budget Watch #988,2024-05-27,Finance,English,708,304011,16046,1645,1319,0.85,Asia,False,18404.3,392.53,510
v0989,Asia Launch Meta #989,2024-05-28,Gaming,Japanese,922,220050,10521,1213,1443,0.67,Asia,True,21354.6,763.28,270
v0990,Asia Studio Reset #990,2024-05-29,Lifestyle,Japanese,636,338372,13835,1623,1296,0.78,Asia,True,23716.7,2364.93,1302
v0991,Latin America Growth Workshop #991,2024-05-30,Education,Spanish,836,124368,7640,1035,965,0.78,Latin America,False,11503.2,386.03,227
